topic,stem,example_word,n,doc_freq,tf,idf,tf_idf
regulation,stockbrok,stockbrokers,26,27,1.6069727784991986e-6,0,0
regulation,sue,sue,26,21,1.6069727784991986e-6,0,0
regulation,surabaya,surabaya,26,19,1.6069727784991986e-6,0,0
regulation,suresh,suresh,26,17,1.6069727784991986e-6,0,0
regulation,sylvain,sylvain,26,27,1.6069727784991986e-6,0,0
regulation,toshiro,toshiro,26,16,1.6069727784991986e-6,0,0
regulation,unconnect,unconnected,26,26,1.6069727784991986e-6,0,0
regulation,unsteril,unsterilized,26,18,1.6069727784991986e-6,0,0
regulation,waa,waas,26,31,1.6069727784991986e-6,0,0
regulation,wicksellian,wicksellian,26,19,1.6069727784991986e-6,0,0
regulation,xxii,xxii,26,23,1.6069727784991986e-6,0,0
regulation,yard,yards,26,29,1.6069727784991986e-6,0,0
regulation,zheng,zheng,26,25,1.6069727784991986e-6,0,0
regulation,alison,alison,25,26,1.5451661331723065e-6,0,0
regulation,aluminum,aluminum,25,28,1.5451661331723065e-6,0,0
regulation,amherst,amherst,25,22,1.5451661331723065e-6,0,0
regulation,angela,angela,25,23,1.5451661331723065e-6,0,0
regulation,anteced,antecedents,25,25,1.5451661331723065e-6,0,0
regulation,banner,banner,25,25,1.5451661331723065e-6,0,0
regulation,bimetal,bimetallic,25,14,1.5451661331723065e-6,0,0
regulation,bronz,bronze,25,20,1.5451661331723065e-6,0,0
regulation,cba,cba,25,13,1.5451661331723065e-6,0,0
regulation,ccl,ccl,25,11,1.5451661331723065e-6,0,0
regulation,centerpiec,centerpiece,25,25,1.5451661331723065e-6,0,0
regulation,cetorelli,cetorelli,25,14,1.5451661331723065e-6,0,0
regulation,chan,chan,25,26,1.5451661331723065e-6,0,0
regulation,ciampi,ciampi,25,12,1.5451661331723065e-6,0,0
regulation,cie,cie,25,10,1.5451661331723065e-6,0,0
regulation,clara,clara,25,11,1.5451661331723065e-6,0,0
regulation,deann,deanne,25,19,1.5451661331723065e-6,0,0
regulation,deconstruct,deconstructing,25,22,1.5451661331723065e-6,0,0
regulation,devant,devant,25,23,1.5451661331723065e-6,0,0
regulation,duguay,duguay,25,18,1.5451661331723065e-6,0,0
regulation,eswar,eswar,25,23,1.5451661331723065e-6,0,0
regulation,faint,faint,25,26,1.5451661331723065e-6,0,0
regulation,falloff,falloff,25,25,1.5451661331723065e-6,0,0
regulation,flown,flown,25,26,1.5451661331723065e-6,0,0
regulation,flurri,flurry,25,24,1.5451661331723065e-6,0,0
regulation,forebear,forebears,25,24,1.5451661331723065e-6,0,0
regulation,fulton,fulton,25,16,1.5451661331723065e-6,0,0
regulation,graci,gracie,25,18,1.5451661331723065e-6,0,0
regulation,handov,handover,25,18,1.5451661331723065e-6,0,0
regulation,hawala,hawala,25,10,1.5451661331723065e-6,0,0
regulation,hoffmann,hoffmann,25,25,1.5451661331723065e-6,0,0
regulation,hundredth,hundredth,25,24,1.5451661331723065e-6,0,0
regulation,idealist,idealistic,25,20,1.5451661331723065e-6,0,0
regulation,injustic,injustice,25,27,1.5451661331723065e-6,0,0
regulation,intellect,intellect,25,34,1.5451661331723065e-6,0,0
regulation,ism,ism,25,19,1.5451661331723065e-6,0,0
regulation,krishna,krishna,25,17,1.5451661331723065e-6,0,0
regulation,lander,lander,25,22,1.5451661331723065e-6,0,0
regulation,lesotho,lesotho,25,20,1.5451661331723065e-6,0,0
regulation,lim,lim,25,20,1.5451661331723065e-6,0,0
regulation,litter,littered,25,26,1.5451661331723065e-6,0,0
regulation,misread,misreading,25,25,1.5451661331723065e-6,0,0
regulation,nevada,nevada,25,23,1.5451661331723065e-6,0,0
regulation,northwest,northwest,25,12,1.5451661331723065e-6,0,0
regulation,pedro,pedro,25,24,1.5451661331723065e-6,0,0
regulation,petersen,petersen,25,18,1.5451661331723065e-6,0,0
regulation,playbook,playbook,25,25,1.5451661331723065e-6,0,0
regulation,podium,podium,25,27,1.5451661331723065e-6,0,0
regulation,pointless,pointless,25,26,1.5451661331723065e-6,0,0
regulation,prowess,prowess,25,27,1.5451661331723065e-6,0,0
regulation,radiat,radiation,25,22,1.5451661331723065e-6,0,0
regulation,rafael,rafael,25,25,1.5451661331723065e-6,0,0
regulation,reconnect,reconnect,25,23,1.5451661331723065e-6,0,0
regulation,reed,reed,25,19,1.5451661331723065e-6,0,0
regulation,reinold,reinold,25,22,1.5451661331723065e-6,0,0
regulation,rene,renee,25,25,1.5451661331723065e-6,0,0
regulation,robbin,robbins,25,17,1.5451661331723065e-6,0,0
regulation,royalti,royalties,25,25,1.5451661331723065e-6,0,0
regulation,stacey,stacey,25,24,1.5451661331723065e-6,0,0
regulation,stefano,stefano,25,27,1.5451661331723065e-6,0,0
regulation,stymi,stymied,25,26,1.5451661331723065e-6,0,0
regulation,sung,sung,25,23,1.5451661331723065e-6,0,0
regulation,terri,terry,25,21,1.5451661331723065e-6,0,0
regulation,unsuspect,unsuspecting,25,24,1.5451661331723065e-6,0,0
regulation,uppermost,uppermost,25,25,1.5451661331723065e-6,0,0
regulation,versaill,versailles,25,12,1.5451661331723065e-6,0,0
regulation,wield,wield,25,26,1.5451661331723065e-6,0,0
regulation,xii,xii,25,22,1.5451661331723065e-6,0,0
regulation,abovement,abovementioned,24,23,1.4833594878454142e-6,0,0
regulation,abysm,abysmally,24,26,1.4833594878454142e-6,0,0
regulation,all,alle,24,23,1.4833594878454142e-6,0,0
regulation,anglia,anglia,24,17,1.4833594878454142e-6,0,0
regulation,antoin,antoine,24,24,1.4833594878454142e-6,0,0
regulation,anton,anton,24,26,1.4833594878454142e-6,0,0
regulation,aw,awful,24,25,1.4833594878454142e-6,0,0
regulation,bart,bart,24,20,1.4833594878454142e-6,0,0
regulation,bori,boris,24,24,1.4833594878454142e-6,0,0
regulation,breakout,breakout,24,24,1.4833594878454142e-6,0,0
regulation,bryan,bryan,24,16,1.4833594878454142e-6,0,0
regulation,butt,butt,24,23,1.4833594878454142e-6,0,0
regulation,chemistri,chemistry,24,24,1.4833594878454142e-6,0,0
regulation,chubu,chubu,24,18,1.4833594878454142e-6,0,0
regulation,cigarett,cigarette,24,22,1.4833594878454142e-6,0,0
regulation,cottag,cottage,24,22,1.4833594878454142e-6,0,0
regulation,cradl,cradle,24,28,1.4833594878454142e-6,0,0
regulation,crazi,crazy,24,22,1.4833594878454142e-6,0,0
regulation,davo,davos,24,20,1.4833594878454142e-6,0,0
regulation,deadweight,deadweight,24,25,1.4833594878454142e-6,0,0
regulation,diana,diana,24,25,1.4833594878454142e-6,0,0
regulation,dick,dick,24,14,1.4833594878454142e-6,0,0
regulation,dogma,dogma,24,20,1.4833594878454142e-6,0,0
regulation,estonian,estonian,24,10,1.4833594878454142e-6,0,0
regulation,faction,factions,24,20,1.4833594878454142e-6,0,0
regulation,fidel,fidelity,24,26,1.4833594878454142e-6,0,0
regulation,forewarn,forewarned,24,25,1.4833594878454142e-6,0,0
regulation,fruitless,fruitless,24,25,1.4833594878454142e-6,0,0
regulation,giannetti,giannetti,24,21,1.4833594878454142e-6,0,0
regulation,hamad,hamad,24,14,1.4833594878454142e-6,0,0
regulation,herb,herb,24,16,1.4833594878454142e-6,0,0
regulation,hkma,hkma,24,19,1.4833594878454142e-6,0,0
regulation,houston,houston,24,16,1.4833594878454142e-6,0,0
regulation,igidr,igidr,24,18,1.4833594878454142e-6,0,0
regulation,imaginari,imaginary,24,23,1.4833594878454142e-6,0,0
regulation,implod,implode,24,25,1.4833594878454142e-6,0,0
regulation,inconsequenti,inconsequential,24,25,1.4833594878454142e-6,0,0
regulation,invad,invaded,24,26,1.4833594878454142e-6,0,0
regulation,johnston,johnston,24,24,1.4833594878454142e-6,0,0
regulation,larsen,larsen,24,19,1.4833594878454142e-6,0,0
regulation,literari,literary,24,22,1.4833594878454142e-6,0,0
regulation,maneuver,maneuverability,24,21,1.4833594878454142e-6,0,0
regulation,mercado,mercado,24,20,1.4833594878454142e-6,0,0
regulation,modesti,modesty,24,25,1.4833594878454142e-6,0,0
regulation,momentarili,momentarily,24,24,1.4833594878454142e-6,0,0
regulation,mukherje,mukherjee,24,25,1.4833594878454142e-6,0,0
regulation,neck,neck,24,25,1.4833594878454142e-6,0,0
regulation,neural,neural,24,18,1.4833594878454142e-6,0,0
regulation,numismat,numismatic,24,30,1.4833594878454142e-6,0,0
regulation,nurseri,nursery,24,18,1.4833594878454142e-6,0,0
regulation,oath,oath,24,15,1.4833594878454142e-6,0,0
regulation,overstat,overstatement,24,23,1.4833594878454142e-6,0,0
regulation,penchant,penchant,24,25,1.4833594878454142e-6,0,0
regulation,poetri,poetry,24,17,1.4833594878454142e-6,0,0
regulation,por,por,24,18,1.4833594878454142e-6,0,0
regulation,preexist,preexisting,24,24,1.4833594878454142e-6,0,0
regulation,proprietorship,proprietorship,24,18,1.4833594878454142e-6,0,0
regulation,reclaim,reclaim,24,25,1.4833594878454142e-6,0,0
regulation,recogniz,recognizable,24,25,1.4833594878454142e-6,0,0
regulation,robertson,robertson,24,24,1.4833594878454142e-6,0,0
regulation,rope,rope,24,22,1.4833594878454142e-6,0,0
regulation,rous,rouse,24,18,1.4833594878454142e-6,0,0
regulation,saez,saez,24,14,1.4833594878454142e-6,0,0
regulation,salut,salute,24,32,1.4833594878454142e-6,0,0
regulation,sander,sanders,24,18,1.4833594878454142e-6,0,0
regulation,santor,santor,24,23,1.4833594878454142e-6,0,0
regulation,shaki,shaky,24,26,1.4833594878454142e-6,0,0
regulation,sich,sich,24,19,1.4833594878454142e-6,0,0
regulation,skil,skilful,24,25,1.4833594878454142e-6,0,0
regulation,slovenian,slovenian,24,13,1.4833594878454142e-6,0,0
regulation,smell,smell,24,16,1.4833594878454142e-6,0,0
regulation,someday,someday,24,25,1.4833594878454142e-6,0,0
regulation,staunch,staunch,24,27,1.4833594878454142e-6,0,0
regulation,tat,tat,24,20,1.4833594878454142e-6,0,0
regulation,tella,tella,24,15,1.4833594878454142e-6,0,0
regulation,tomasz,tomasz,24,20,1.4833594878454142e-6,0,0
regulation,touchston,touchstone,24,25,1.4833594878454142e-6,0,0
regulation,ukrainian,ukrainian,24,26,1.4833594878454142e-6,0,0
regulation,unalt,unaltered,24,22,1.4833594878454142e-6,0,0
regulation,unheard,unheard,24,25,1.4833594878454142e-6,0,0
regulation,unseason,unseasonal,24,21,1.4833594878454142e-6,0,0
regulation,unspecifi,unspecified,24,24,1.4833594878454142e-6,0,0
regulation,upload,uploads,24,23,1.4833594878454142e-6,0,0
regulation,verlag,verlag,24,22,1.4833594878454142e-6,0,0
regulation,walmart,walmart,24,17,1.4833594878454142e-6,0,0
regulation,warsaw,warsaw,24,21,1.4833594878454142e-6,0,0
regulation,wirtschaft,wirtschaft,24,22,1.4833594878454142e-6,0,0
regulation,yugoslavia,yugoslavia,24,16,1.4833594878454142e-6,0,0
regulation,ado,ado,23,27,1.421552842518522e-6,0,0
regulation,advert,adverts,23,18,1.421552842518522e-6,0,0
regulation,afor,afores,23,15,1.421552842518522e-6,0,0
regulation,anc,anc,23,16,1.421552842518522e-6,0,0
regulation,approx,approx,23,19,1.421552842518522e-6,0,0
regulation,armour,armour,23,14,1.421552842518522e-6,0,0
regulation,ashok,ashok,23,21,1.421552842518522e-6,0,0
regulation,australasia,australasia,23,22,1.421552842518522e-6,0,0
regulation,authoritarian,authoritarian,23,16,1.421552842518522e-6,0,0
regulation,barn,barnes,23,19,1.421552842518522e-6,0,0
regulation,bath,bath,23,22,1.421552842518522e-6,0,0
regulation,bernd,bernd,23,22,1.421552842518522e-6,0,0
regulation,blatant,blatantly,23,23,1.421552842518522e-6,0,0
regulation,bologna,bologna,23,15,1.421552842518522e-6,0,0
regulation,bomfim,bomfim,23,11,1.421552842518522e-6,0,0
regulation,brimmer,brimmer,23,10,1.421552842518522e-6,0,0
regulation,bundestag,bundestag,23,19,1.421552842518522e-6,0,0
regulation,centrifug,centrifugal,23,17,1.421552842518522e-6,0,0
regulation,channelis,channelising,23,23,1.421552842518522e-6,0,0
regulation,coaster,coaster,23,24,1.421552842518522e-6,0,0
regulation,crapo,crapo,23,23,1.421552842518522e-6,0,0
regulation,dank,dank,23,17,1.421552842518522e-6,0,0
regulation,dietari,dietary,23,20,1.421552842518522e-6,0,0
regulation,disney,disney,23,13,1.421552842518522e-6,0,0
regulation,dock,dock,23,22,1.421552842518522e-6,0,0
regulation,europaischen,europaischen,23,20,1.421552842518522e-6,0,0
regulation,figura,figura,23,16,1.421552842518522e-6,0,0
regulation,forgot,forgot,23,24,1.421552842518522e-6,0,0
regulation,freund,freund,23,21,1.421552842518522e-6,0,0
regulation,furthest,furthest,23,24,1.421552842518522e-6,0,0
regulation,fusion,fusion,23,23,1.421552842518522e-6,0,0
regulation,futurist,futuristic,23,24,1.421552842518522e-6,0,0
regulation,galvan,galvanize,23,23,1.421552842518522e-6,0,0
regulation,gatekeep,gatekeepers,23,20,1.421552842518522e-6,0,0
regulation,gdps,gdps,23,24,1.421552842518522e-6,0,0
regulation,glossari,glossary,23,13,1.421552842518522e-6,0,0
regulation,gut,gut,23,25,1.421552842518522e-6,0,0
regulation,hectic,hectic,23,22,1.421552842518522e-6,0,0
regulation,hitch,hitch,23,27,1.421552842518522e-6,0,0
regulation,hoenig,hoenig,23,18,1.421552842518522e-6,0,0
regulation,hometown,hometown,23,23,1.421552842518522e-6,0,0
regulation,hull,hull,23,15,1.421552842518522e-6,0,0
regulation,ibanez,ibanez,23,20,1.421552842518522e-6,0,0
regulation,immeasur,immeasurably,23,25,1.421552842518522e-6,0,0
regulation,indira,indira,23,25,1.421552842518522e-6,0,0
regulation,irresist,irresistible,23,23,1.421552842518522e-6,0,0
regulation,jar,jar,23,19,1.421552842518522e-6,0,0
regulation,jungl,jungle,23,17,1.421552842518522e-6,0,0
regulation,just,justly,23,24,1.421552842518522e-6,0,0
regulation,juxtaposit,juxtaposition,23,23,1.421552842518522e-6,0,0
regulation,kenni,kenny,23,21,1.421552842518522e-6,0,0
regulation,kurt,kurt,23,28,1.421552842518522e-6,0,0
regulation,leaf,leaf,23,20,1.421552842518522e-6,0,0
regulation,logo,logo,23,17,1.421552842518522e-6,0,0
regulation,macdonald,macdonald,23,14,1.421552842518522e-6,0,0
regulation,maestro,maestro,23,23,1.421552842518522e-6,0,0
regulation,mundan,mundane,23,21,1.421552842518522e-6,0,0
regulation,nenova,nenova,23,13,1.421552842518522e-6,0,0
regulation,neri,neri,23,17,1.421552842518522e-6,0,0
regulation,nostalgia,nostalgia,23,20,1.421552842518522e-6,0,0
regulation,nullifi,nullified,23,24,1.421552842518522e-6,0,0
regulation,overbuild,overbuilding,23,22,1.421552842518522e-6,0,0
regulation,panorama,panorama,23,24,1.421552842518522e-6,0,0
regulation,partisan,partisan,23,24,1.421552842518522e-6,0,0
regulation,petra,petra,23,25,1.421552842518522e-6,0,0
regulation,pierc,pierce,23,16,1.421552842518522e-6,0,0
regulation,preschool,preschool,23,17,1.421552842518522e-6,0,0
regulation,professionalis,professionalisation,23,21,1.421552842518522e-6,0,0
regulation,prosecutor,prosecutors,23,19,1.421552842518522e-6,0,0
regulation,ratner,ratner,23,21,1.421552842518522e-6,0,0
regulation,reid,reid,23,21,1.421552842518522e-6,0,0
regulation,ridg,ridge,23,17,1.421552842518522e-6,0,0
regulation,riot,riots,23,20,1.421552842518522e-6,0,0
regulation,sajedi,sajedi,23,18,1.421552842518522e-6,0,0
regulation,schepen,schepens,23,16,1.421552842518522e-6,0,0
regulation,schiller,schiller,23,18,1.421552842518522e-6,0,0
regulation,strap,strapped,23,21,1.421552842518522e-6,0,0
regulation,striven,striven,23,23,1.421552842518522e-6,0,0
regulation,suomen,suomen,23,17,1.421552842518522e-6,0,0
regulation,tae,tae,23,26,1.421552842518522e-6,0,0
regulation,teamwork,teamwork,23,23,1.421552842518522e-6,0,0
regulation,tenabl,tenable,23,24,1.421552842518522e-6,0,0
regulation,timber,timber,23,22,1.421552842518522e-6,0,0
regulation,undisciplin,undisciplined,23,24,1.421552842518522e-6,0,0
regulation,vasco,vasco,23,22,1.421552842518522e-6,0,0
regulation,verac,veracity,23,20,1.421552842518522e-6,0,0
regulation,villa,villa,23,23,1.421552842518522e-6,0,0
regulation,warmer,warmer,23,18,1.421552842518522e-6,0,0
regulation,watchdog,watchdog,23,23,1.421552842518522e-6,0,0
regulation,weimar,weimar,23,16,1.421552842518522e-6,0,0
regulation,wellknown,wellknown,23,24,1.421552842518522e-6,0,0
regulation,amartya,amartya,22,20,1.3597461971916296e-6,0,0
regulation,amass,amassed,22,23,1.3597461971916296e-6,0,0
regulation,archipelago,archipelago,22,23,1.3597461971916296e-6,0,0
regulation,ashenfelt,ashenfelter,22,18,1.3597461971916296e-6,0,0
regulation,bandwagon,bandwagon,22,24,1.3597461971916296e-6,0,0
regulation,barnichon,barnichon,22,14,1.3597461971916296e-6,0,0
regulation,beaudri,beaudry,22,21,1.3597461971916296e-6,0,0
regulation,bicycl,bicycle,22,22,1.3597461971916296e-6,0,0
regulation,birthplac,birthplace,22,23,1.3597461971916296e-6,0,0
regulation,bos,bos,22,18,1.3597461971916296e-6,0,0
regulation,breathtak,breathtaking,22,23,1.3597461971916296e-6,0,0
regulation,chidambaram,chidambaram,22,16,1.3597461971916296e-6,0,0
regulation,chocol,chocolate,22,20,1.3597461971916296e-6,0,0
regulation,clair,claire,22,22,1.3597461971916296e-6,0,0
regulation,climax,climax,22,22,1.3597461971916296e-6,0,0
regulation,cruz,cruz,22,22,1.3597461971916296e-6,0,0
regulation,cryptograph,cryptographic,22,20,1.3597461971916296e-6,0,0
regulation,databank,databank,22,19,1.3597461971916296e-6,0,0
regulation,dies,diese,22,17,1.3597461971916296e-6,0,0
regulation,dossch,dossche,22,18,1.3597461971916296e-6,0,0
regulation,dunbar,dunbar,22,15,1.3597461971916296e-6,0,0
regulation,eaten,eaten,22,24,1.3597461971916296e-6,0,0
regulation,elena,elena,22,24,1.3597461971916296e-6,0,0
regulation,emblemat,emblematic,22,28,1.3597461971916296e-6,0,0
regulation,expressway,expressway,22,19,1.3597461971916296e-6,0,0
regulation,feldman,feldman,22,18,1.3597461971916296e-6,0,0
regulation,fiveyear,fiveyear,22,23,1.3597461971916296e-6,0,0
regulation,flame,flames,22,20,1.3597461971916296e-6,0,0
regulation,forgeri,forgery,22,17,1.3597461971916296e-6,0,0
regulation,gerardo,gerardo,22,25,1.3597461971916296e-6,0,0
regulation,gestur,gesture,22,25,1.3597461971916296e-6,0,0
regulation,golf,golf,22,18,1.3597461971916296e-6,0,0
regulation,goos,goose,22,19,1.3597461971916296e-6,0,0
regulation,helpless,helpless,22,21,1.3597461971916296e-6,0,0
regulation,herren,herren,22,24,1.3597461971916296e-6,0,0
regulation,hjortso,hjortsoe,22,12,1.3597461971916296e-6,0,0
regulation,humour,humour,22,14,1.3597461971916296e-6,0,0
regulation,immobl,immobility,22,24,1.3597461971916296e-6,0,0
regulation,impecc,impeccable,22,25,1.3597461971916296e-6,0,0
regulation,imperson,impersonal,22,23,1.3597461971916296e-6,0,0
regulation,jappelli,jappelli,22,21,1.3597461971916296e-6,0,0
regulation,katherin,katherine,22,22,1.3597461971916296e-6,0,0
regulation,kfw,kfw,22,15,1.3597461971916296e-6,0,0
regulation,kof,kof,22,15,1.3597461971916296e-6,0,0
regulation,lam,lam,22,19,1.3597461971916296e-6,0,0
regulation,laptop,laptop,22,22,1.3597461971916296e-6,0,0
regulation,laugh,laugh,22,17,1.3597461971916296e-6,0,0
regulation,leaflet,leaflet,22,22,1.3597461971916296e-6,0,0
regulation,lightn,lightning,22,19,1.3597461971916296e-6,0,0
regulation,luxemburg,luxemburg,22,17,1.3597461971916296e-6,0,0
regulation,majesti,majesty,22,22,1.3597461971916296e-6,0,0
regulation,makoto,makoto,22,13,1.3597461971916296e-6,0,0
regulation,marion,marion,22,19,1.3597461971916296e-6,0,0
regulation,mathia,mathias,22,21,1.3597461971916296e-6,0,0
regulation,mdi,mdi,22,10,1.3597461971916296e-6,0,0
regulation,midsumm,midsummer,22,17,1.3597461971916296e-6,0,0
regulation,mimick,mimicking,22,23,1.3597461971916296e-6,0,0
regulation,narayana,narayana,22,18,1.3597461971916296e-6,0,0
regulation,nec,necs,22,16,1.3597461971916296e-6,0,0
regulation,nechio,nechio,22,18,1.3597461971916296e-6,0,0
regulation,pankki,pankki,22,17,1.3597461971916296e-6,0,0
regulation,pigou,pigou,22,12,1.3597461971916296e-6,0,0
regulation,plenum,plenum,22,19,1.3597461971916296e-6,0,0
regulation,prairi,prairies,22,21,1.3597461971916296e-6,0,0
regulation,presumptu,presumptuous,22,23,1.3597461971916296e-6,0,0
regulation,prolif,prolific,22,27,1.3597461971916296e-6,0,0
regulation,ralph,ralph,22,20,1.3597461971916296e-6,0,0
regulation,rash,rash,22,24,1.3597461971916296e-6,0,0
regulation,repudi,repudiation,22,23,1.3597461971916296e-6,0,0
regulation,rescind,rescind,22,18,1.3597461971916296e-6,0,0
regulation,rhine,rhine,22,20,1.3597461971916296e-6,0,0
regulation,ruiz,ruiz,22,24,1.3597461971916296e-6,0,0
regulation,rundown,rundown,22,22,1.3597461971916296e-6,0,0
regulation,sakurai,sakurai,22,11,1.3597461971916296e-6,0,0
regulation,schott,schott,22,12,1.3597461971916296e-6,0,0
regulation,shave,shave,22,22,1.3597461971916296e-6,0,0
regulation,shortlist,shortlist,22,18,1.3597461971916296e-6,0,0
regulation,sibo,sibos,22,12,1.3597461971916296e-6,0,0
regulation,silli,silly,22,22,1.3597461971916296e-6,0,0
regulation,spreadsheet,spreadsheet,22,18,1.3597461971916296e-6,0,0
regulation,subdivis,subdivisions,22,18,1.3597461971916296e-6,0,0
regulation,svar,svar,22,12,1.3597461971916296e-6,0,0
regulation,toy,toys,22,22,1.3597461971916296e-6,0,0
regulation,uae,uae,22,21,1.3597461971916296e-6,0,0
regulation,unclog,unclog,22,21,1.3597461971916296e-6,0,0
regulation,unicredit,unicredit,22,21,1.3597461971916296e-6,0,0
regulation,universit,universite,22,19,1.3597461971916296e-6,0,0
regulation,unser,unserer,22,18,1.3597461971916296e-6,0,0
regulation,welsh,welsh,22,20,1.3597461971916296e-6,0,0
regulation,whop,whopping,22,23,1.3597461971916296e-6,0,0
regulation,yearbook,yearbook,22,17,1.3597461971916296e-6,0,0
regulation,accc,accc,21,10,1.2979395518647373e-6,0,0
regulation,afi,afi,21,10,1.2979395518647373e-6,0,0
regulation,alaikum,alaikum,21,21,1.2979395518647373e-6,0,0
regulation,alfaro,alfaro,21,15,1.2979395518647373e-6,0,0
regulation,ammer,ammer,21,13,1.2979395518647373e-6,0,0
regulation,andersson,andersson,21,18,1.2979395518647373e-6,0,0
regulation,arif,arif,21,22,1.2979395518647373e-6,0,0
regulation,backfir,backfire,21,21,1.2979395518647373e-6,0,0
regulation,barber,barber,21,19,1.2979395518647373e-6,0,0
regulation,bequest,bequest,21,15,1.2979395518647373e-6,0,0
regulation,bhutta,bhutta,21,15,1.2979395518647373e-6,0,0
regulation,bingley,bingley,21,17,1.2979395518647373e-6,0,0
regulation,boycott,boycotts,21,17,1.2979395518647373e-6,0,0
regulation,cateau,cateau,21,12,1.2979395518647373e-6,0,0
regulation,chess,chess,21,11,1.2979395518647373e-6,0,0
regulation,cincinnati,cincinnati,21,13,1.2979395518647373e-6,0,0
regulation,coffer,coffers,21,22,1.2979395518647373e-6,0,0
regulation,conductor,conductors,21,22,1.2979395518647373e-6,0,0
regulation,congreg,congregate,21,25,1.2979395518647373e-6,0,0
regulation,corporatis,corporatised,21,13,1.2979395518647373e-6,0,0
regulation,deutschland,deutschland,21,19,1.2979395518647373e-6,0,0
regulation,eisenschmidt,eisenschmidt,21,13,1.2979395518647373e-6,0,0
regulation,elmendorf,elmendorf,21,15,1.2979395518647373e-6,0,0
regulation,especi,especial,21,22,1.2979395518647373e-6,0,0
regulation,fallibl,fallible,21,22,1.2979395518647373e-6,0,0
regulation,fame,fame,21,20,1.2979395518647373e-6,0,0
regulation,fantasi,fantasy,21,20,1.2979395518647373e-6,0,0
regulation,frbs,frbs,21,11,1.2979395518647373e-6,0,0
regulation,gardner,gardner,21,14,1.2979395518647373e-6,0,0
regulation,groundbreak,groundbreaking,21,25,1.2979395518647373e-6,0,0
regulation,hanseat,hanseatic,21,15,1.2979395518647373e-6,0,0
regulation,hay,hayes,21,21,1.2979395518647373e-6,0,0
regulation,heir,heirs,21,21,1.2979395518647373e-6,0,0
regulation,hobbi,hobbies,21,19,1.2979395518647373e-6,0,0
regulation,hogarth,hogarth,21,15,1.2979395518647373e-6,0,0
regulation,honori,honoris,21,17,1.2979395518647373e-6,0,0
regulation,icbc,icbc,21,17,1.2979395518647373e-6,0,0
regulation,ici,ici,21,21,1.2979395518647373e-6,0,0
regulation,inalien,inalienable,21,19,1.2979395518647373e-6,0,0
regulation,incompar,incomparable,21,26,1.2979395518647373e-6,0,0
regulation,inscrib,inscribed,21,24,1.2979395518647373e-6,0,0
regulation,inst,inst,21,10,1.2979395518647373e-6,0,0
regulation,interperson,interpersonal,21,17,1.2979395518647373e-6,0,0
regulation,intimid,intimidating,21,22,1.2979395518647373e-6,0,0
regulation,jae,jae,21,23,1.2979395518647373e-6,0,0
regulation,kiuchi,kiuchi,21,12,1.2979395518647373e-6,0,0
regulation,lin,lin,21,17,1.2979395518647373e-6,0,0
regulation,lit,lit,21,20,1.2979395518647373e-6,0,0
regulation,litr,litre,21,19,1.2979395518647373e-6,0,0
regulation,logan,logan,21,19,1.2979395518647373e-6,0,0
regulation,louis,louise,21,20,1.2979395518647373e-6,0,0
regulation,lynn,lynn,21,17,1.2979395518647373e-6,0,0
regulation,mccauley,mccauley,21,18,1.2979395518647373e-6,0,0
regulation,mehta,mehta,21,21,1.2979395518647373e-6,0,0
regulation,misrepres,misrepresent,21,22,1.2979395518647373e-6,0,0
regulation,misrepresent,misrepresentation,21,21,1.2979395518647373e-6,0,0
regulation,monograph,monograph,21,16,1.2979395518647373e-6,0,0
regulation,motif,motif,21,26,1.2979395518647373e-6,0,0
regulation,multilingu,multilingual,21,23,1.2979395518647373e-6,0,0
regulation,newfoundland,newfoundland,21,20,1.2979395518647373e-6,0,0
regulation,nonmortgag,nonmortgage,21,16,1.2979395518647373e-6,0,0
regulation,oenb,oenb,21,16,1.2979395518647373e-6,0,0
regulation,oic,oic,21,10,1.2979395518647373e-6,0,0
regulation,orlean,orleans,21,18,1.2979395518647373e-6,0,0
regulation,overflow,overflowing,21,20,1.2979395518647373e-6,0,0
regulation,overtook,overtook,21,22,1.2979395518647373e-6,0,0
regulation,panick,panicked,21,18,1.2979395518647373e-6,0,0
regulation,petit,petition,21,19,1.2979395518647373e-6,0,0
regulation,politico,politico,21,20,1.2979395518647373e-6,0,0
regulation,prix,prix,21,13,1.2979395518647373e-6,0,0
regulation,purdah,purdah,21,21,1.2979395518647373e-6,0,0
regulation,reflationari,reflationary,21,19,1.2979395518647373e-6,0,0
regulation,retract,retracted,21,19,1.2979395518647373e-6,0,0
regulation,riddl,riddled,21,19,1.2979395518647373e-6,0,0
regulation,ruptur,rupture,21,20,1.2979395518647373e-6,0,0
regulation,sensat,sensational,21,20,1.2979395518647373e-6,0,0
regulation,serdengecti,serdengecti,21,14,1.2979395518647373e-6,0,0
regulation,siegert,siegert,21,17,1.2979395518647373e-6,0,0
regulation,sixteenth,sixteenth,21,26,1.2979395518647373e-6,0,0
regulation,sprung,sprung,21,22,1.2979395518647373e-6,0,0
regulation,strove,strove,21,21,1.2979395518647373e-6,0,0
regulation,subcategori,subcategories,21,17,1.2979395518647373e-6,0,0
regulation,superb,superb,21,23,1.2979395518647373e-6,0,0
regulation,superimpos,superimposed,21,23,1.2979395518647373e-6,0,0
regulation,symbiosi,symbiosis,21,18,1.2979395518647373e-6,0,0
